1,1,0.000000,2s2.2p4,5,3P
1,2,0.019622,2s2.2p4,3,3P
1,3,0.028142,2s2.2p4,1,3P
1,4,1.967364,2s2.2p4,5,1D
1,5,4.189746,2s2.2p4,1,1S
1,6,9.146090,2p3.3s1,5,5So
1,7,9.521363,2p3.3s1,3,3So
1,8,10.740224,2p3.3p1,3,5P
1,9,10.741474,2p3.3p1,5,5P
1,10,10.741930,2p3.3p1,7,5P
1,11,10.988791,2p3.3p1,3,3P
1,12,10.989860,2p3.3p1,5,3P
1,13,10.990880,2p3.3p1,1,3P
1,14,11.837604,2p3.4s1,5,5So
1,15,11.930384,2p3.4s1,3,3So
1,16,12.078618,2p3.3d1,9,5Do
1,17,12.079628,2p3.3d1,7,5Do
1,18,12.080643,2p3.3d1,5,5Do
1,19,12.081656,2p3.3d1,3,5Do
1,20,12.082662,2p3.3d1,1,5Do
1,21,12.087017,2p3.3d1,3,3Do
1,22,12.088026,2p3.3d1,5,3Do
1,23,12.089037,2p3.3d1,7,3Do
1,24,12.285961,2p3.4p1,3,5P
1,25,12.287044,2p3.4p1,5,5P
1,26,12.288193,2p3.4p1,7,5P
1,27,12.358864,2p3.4p1,3,3P
1,28,12.359874,2p3.4p1,5,3P
1,29,12.360906,2p3.4p1,1,3P
1,30,12.539191,2p3.3s1,7,3Do
1,31,12.540694,2p3.3s1,5,3Do
1,32,12.541673,2p3.3s1,3,3Do
1,33,12.660856,2p3.5s1,5,5So
1,34,12.697468,2p3.5s1,3,3So
1,35,12.728468,2p3.3s1,5,1Do
1,36,12.753696,2p3.4d1,9,5Do
1,37,12.754701,2p3.4d1,7,5Do
1,38,12.755708,2p3.4d1,5,5Do
1,39,12.756715,2p3.4d1,3,5Do
1,40,12.757717,2p3.4d1,1,5Do
1,41,12.759011,2p3.4d1,7,3Do
1,42,12.760020,2p3.4d1,5,3Do
1,43,12.761025,2p3.4d1,3,3Do
1,44,12.766435,2p3.4f1,3,5F
1,45,12.767435,2p3.4f1,5,5F
1,46,12.768434,2p3.4f1,7,5F
1,47,12.769435,2p3.4f1,9,5F
1,48,12.770435,2p3.4f1,11,5F
1,49,12.771446,2p3.4f1,5,3F
1,50,12.772446,2p3.4f1,7,3F
1,51,12.773446,2p3.4f1,9,3F
1,52,12.847955,2p3.5p1,3,5P
1,53,12.848999,2p3.5p1,5,5P
1,54,12.850061,2p3.5p1,7,5P
1,55,12.878233,2p3.5p1,5,3P
1,56,12.879241,2p3.5p1,3,3P
1,57,12.880269,2p3.5p1,1,3P
1,58,13.020733,2p3.6s1,5,5So
1,59,13.038826,2p3.6s1,3,3So
1,60,13.066117,2p3.5d1,9,5Do
1,61,13.067120,2p3.5d1,7,5Do
1,62,13.068124,2p3.5d1,5,5Do
1,63,13.069127,2p3.5d1,3,5Do
1,64,13.070129,2p3.5d1,1,5Do
1,65,13.071050,2p3.5d1,3,3Do
1,66,13.072050,2p3.5d1,5,3Do
1,67,13.073050,2p3.5d1,7,3Do
1,68,13.074096,2p3.5f1,3,5F
1,69,13.075096,2p3.5f1,5,5F
1,70,13.076097,2p3.5f1,7,5F
1,71,13.077096,2p3.5f1,9,5F
1,72,13.078096,2p3.5f1,11,5F
1,73,13.079106,2p3.5f1,5,3F
1,74,13.080106,2p3.5f1,7,3F
1,75,13.081106,2p3.5f1,9,3F
1,76,13.116093,2p3.6p1,3,5P
1,77,13.117113,2p3.6p1,5,5P
1,78,13.118145,2p3.6p1,7,5P
1,79,13.131417,2p3.6p1,1,3P
1,80,13.132417,2p3.6p1,3,3P
1,81,13.133417,2p3.6p1,5,3P
1,82,13.235491,2p3.6d1,9,5Do
1,83,13.236493,2p3.6d1,7,5Do
1,84,13.237495,2p3.6d1,5,5Do
1,85,13.238496,2p3.6d1,3,5Do
1,86,13.239497,2p3.6d1,1,5Do
1,87,13.240271,2p3.6d1,3,3Do
1,88,13.241271,2p3.6d1,5,3Do
1,89,13.242271,2p3.6d1,7,3Do
1,90,13.242671,2p3.6f1,3,5F
1,91,13.243671,2p3.6f1,5,5F
1,92,13.244671,2p3.6f1,7,5F
1,93,13.245671,2p3.6f1,9,5F
1,94,13.246671,2p3.6f1,11,5F
1,95,13.247676,2p3.6f1,5,3F
1,96,13.248676,2p3.6f1,7,3F
1,97,13.249676,2p3.6f1,9,3F
1,98,13.251011,2p3.6g1,7,3Go
1,99,13.252011,2p3.6g1,9,3Go
1,100,13.253011,2p3.6g1,11,3Go
1,101,13.254011,2p3.6g1,5,5Go
1,102,13.255011,2p3.6g1,7,5Go
1,103,13.256011,2p3.6g1,9,5Go
1,104,13.257011,2p3.6g1,11,5Go
1,105,13.258011,2p3.6g1,13,5Go
2,1,0.000000,2s2.2p3,4,4So
2,2,3.324084,2s2.2p3,6,2Do
2,3,3.326566,2s2.2p3,4,2Do
2,4,5.017393,2s2.2p3,4,2Po
2,5,5.017640,2s2.2p3,2,2Po
2,6,14.857919,2s1.2p4,6,4P
2,7,14.878156,2s1.2p4,4,4P
2,8,14.888376,2s1.2p4,2,4P
2,9,20.579944,2s1.2p4,6,2D
2,10,20.580941,2s1.2p4,4,2D
2,11,22.966245,2p2.3s1,2,4P
2,12,22.979301,2p2.3s1,4,4P
2,13,22.998958,2p2.3s1,6,4P
2,14,23.419192,2p2.3s1,2,2P
2,15,23.441506,2p2.3s1,4,2P
2,16,24.265003,2s1.2p4,2,2S
2,17,25.285619,2p2.3p1,2,2So
2,18,25.631345,2p2.3p1,2,4Do
2,19,25.638229,2p2.3p1,4,4Do
2,20,25.649584,2p2.3p1,6,4Do
2,21,25.661215,2p2.3s1,6,2D
2,22,25.662344,2p2.3s1,4,2D
2,23,25.665034,2p2.3p1,8,4Do
2,24,25.831622,2p2.3p1,2,4Po
2,25,25.837344,2p2.3p1,4,4Po
2,26,25.848744,2p2.3p1,6,4Po
2,27,26.225397,2p2.3p1,4,2Do
2,28,26.249031,2p2.3p1,6,2Do
2,29,26.304718,2p2.3p1,4,4So
2,30,26.358272,2s1.2p4,4,2P
2,31,26.379154,2s1.2p4,2,2P
2,32,26.553683,2p2.3p1,2,2Po
2,33,26.561091,2p2.3p1,4,2Po
2,34,28.358139,2p2.3p1,6,2Fo
2,35,28.361066,2p2.3p1,8,2Fo
2,36,28.509800,2p2.3p1,6,2Do
2,37,28.512450,2p2.3p1,4,2Do
2,38,28.591925,2p2.3s1,2,2S
2,39,28.677062,2p2.3d1,4,4F
2,40,28.683752,2p2.3d1,6,4F
2,41,28.693408,2p2.3d1,8,4F
2,42,28.706089,2p2.3d1,10,4F
2,43,28.821701,2p2.3d1,6,4P
2,44,28.823898,2p2.3p1,2,2Po
2,45,28.829682,2p2.3p1,4,2Po
2,46,28.830780,2p2.3d1,4,4P
2,47,28.839031,2p2.3d1,2,4P
2,48,28.852563,2p2.3d1,2,4D
2,49,28.856821,2p2.3d1,4,4D
2,50,28.858017,2p2.3d1,6,4D
2,51,28.858792,2p2.3d1,8,4D
2,52,28.863059,2p2.3d1,6,2F
2,53,28.883258,2p2.3d1,8,2F
2,54,28.941694,2p2.3d1,4,2P
2,55,28.955836,2p2.3d1,2,2P
2,56,29.062240,2p2.3d1,4,2D
2,57,29.068667,2p2.3d1,6,2D
2,58,29.586031,2p2.4s1,2,4P
2,59,29.599073,2p2.4s1,4,4P
2,60,29.619073,2p2.4s1,6,4P
2,61,29.797121,2p2.4s1,2,2P
2,62,29.820348,2p2.4s1,4,2P
2,63,30.380749,2p2.4p1,2,2So
2,64,30.425719,2p3.3s1,6,6So
2,65,30.471391,2p2.4p1,2,4Do
2,66,30.477383,2p2.4p1,4,4Do
2,67,30.488111,2p2.4p1,6,4Do
2,68,30.503742,2p2.4p1,8,4Do
2,69,30.536291,2p2.4p1,4,4So
2,70,30.539795,2p2.4p1,2,4Po
2,71,30.556600,2p2.4p1,6,4Po
2,72,30.560033,2p2.4p1,4,4Po
2,73,30.749346,2p2.4p1,4,2Do
2,74,30.771218,2p2.4p1,6,2Do
2,75,30.800946,2p2.4p1,2,2Po
2,76,30.811967,2p2.4p1,4,2Po
2,77,31.147579,2p2.3d1,8,2F
2,78,31.148901,2p2.3d1,6,2F
2,79,31.319432,2p2.3d1,10,2G
2,80,31.319578,2p2.3d1,8,2G
2,81,31.366416,2p2.3p1,2,2Po
2,82,31.367179,2p2.3p1,4,2Po
2,83,31.373794,2p2.3d1,4,2D
2,84,31.375052,2p2.3d1,6,2D
2,85,31.465945,2p2.3d1,2,2P
2,86,31.467244,2p2.3d1,4,2P
2,87,31.533841,2p2.4d1,4,4F
2,88,31.540141,2p2.4d1,6,4F
2,89,31.551520,2p2.4d1,8,4F
2,90,31.565134,2p2.4d1,10,4F
2,91,31.596958,2p2.4d1,2,4D
2,92,31.601259,2p2.4d1,4,4D
2,93,31.603125,2p2.4d1,6,4D
2,94,31.613680,2p3.3s1,4,4So
2,95,31.618414,2p2.4d1,8,4D
2,96,31.628987,2p2.4d1,6,4P
2,97,31.633624,2p2.4d1,4,4P
2,98,31.636187,2p2.4d1,2,4P
2,99,31.637489,2p2.4d1,4,2P
2,100,31.650922,2p2.4d1,2,2P
2,101,31.653424,2p2.4d1,6,2F
2,102,31.673756,2p2.4d1,8,2F
2,103,31.693185,2p2.3d1,2,2S
2,104,31.701509,2p2.4f1,6,D[3]o
2,105,31.702683,2p2.4f1,8,D[3]o
2,106,31.709716,2p2.4f1,6,G[3]o
2,107,31.711119,2p2.4f1,8,G[3]o
2,108,31.716733,2p2.4f1,4,D[2]o
2,109,31.717825,2p2.4f1,6,D[2]o
2,110,31.718584,2p2.4f1,10,G[4]o
2,111,31.719822,2p2.4f1,8,G[4]o
2,112,31.721475,2p2.4d1,4,2D
2,113,31.727254,2p2.4d1,6,2D
2,114,31.729081,2p2.4f1,4,D[1]o
2,115,31.730087,2p2.4f1,2,D[1]o
2,116,31.737160,2p2.4f1,12,G[5]o
2,117,31.737916,2p2.4f1,10,G[5]o
2,118,31.750317,2p2.4f1,4,F[2]o
2,119,31.750831,2p2.4f1,6,F[2]o
2,120,31.755230,2p2.4f1,8,F[3]o
2,121,31.755547,2p2.4f1,6,F[3]o
2,122,31.756818,2p2.4f1,10,F[4]o
2,123,31.757704,2p2.4f1,8,F[4]o
2,124,31.950196,2p2.5s1,2,4P
2,125,31.963114,2p2.5s1,4,4P
2,126,31.983594,2p2.5s1,6,4P
2,127,32.038910,2p2.5s1,2,2P
2,128,32.063098,2p2.5s1,4,2P
2,129,32.147563,2p2.4s1,6,2D
2,130,32.148620,2p2.4s1,4,2D
2,131,32.320975,2p2.5p1,2,2So
2,132,32.348957,2p2.5p1,2,4Do
2,133,32.354742,2p2.5p1,4,4Do
2,134,32.365331,2p2.5p1,6,4Do
2,135,32.382263,2p2.5p1,8,4Do
2,136,32.386463,2p2.5p1,2,4Po
2,137,32.392268,2p2.5p1,4,4Po
2,138,32.404013,2p2.5p1,6,4Po
2,139,32.436936,2p2.5p1,4,4So
2,140,32.446506,2p2.5p1,4,2Do
2,141,32.467731,2p2.5p1,6,2Do
2,142,32.519418,2p2.5p1,2,2Po
2,143,32.529489,2p2.5p1,4,2Po
2,144,32.883120,2p2.5d1,4,4D
2,145,32.884120,2p2.5d1,6,4D
2,146,32.909310,2p2.5d1,6,4P
2,147,32.913860,2p2.5d1,4,4P
2,148,32.927870,2p2.5d1,8,2F
2,149,32.934800,2p2.5f1,6,D[3]o
2,150,32.935984,2p2.5f1,8,D[3]o
2,151,32.942242,2p2.5g1,8,0[4]
2,152,32.943242,2p2.5g1,10,0[4]
2,153,32.944889,2p2.5f1,6,G[3]o
2,154,32.946125,2p2.5f1,8,G[3]o
2,155,32.950197,2p2.5f1,10,G[4]o
2,156,32.951454,2p2.5f1,8,G[4]o
2,157,32.951816,2p2.5f1,4,D[2]o
2,158,32.952973,2p2.5f1,6,D[2]o
2,159,32.954263,2p2.5g1,8,1[4]
2,160,32.955270,2p2.5g1,10,1[4]
2,161,32.956978,2p2.5g1,10,1[5]
2,162,32.957988,2p2.5g1,12,1[5]
2,163,32.958510,2p2.5g1,6,1[3]
2,164,32.959533,2p2.5g1,8,1[3]
2,165,32.961840,2p2.5d1,6,2D
2,166,32.966535,2p2.5f1,2,D[1]o
2,167,32.967604,2p2.5f1,4,D[1]o
2,168,32.970518,2p2.5f1,12,G[5]o
2,169,32.972153,2p2.5f1,10,G[5]o
2,170,32.974508,2p2.5f1,4,F[2]o
2,171,32.976273,2p2.5f1,6,F[2]o
2,172,32.977327,2p2.5g1,4,2[2]
2,173,32.978327,2p2.5g1,6,2[2]
2,174,32.978840,2p2.5f1,8,F[3]o
2,175,32.979840,2p2.5g1,12,2[6]
2,176,32.980844,2p2.5g1,14,2[6]
2,177,32.981847,2p2.5f1,6,F[3]o
2,178,32.982762,2p2.5f1,10,F[4]o
2,179,32.984401,2p2.5f1,8,F[4]o
2,180,32.984736,2p2.5g1,6,2[3]
2,181,32.985751,2p2.5g1,8,2[3]
2,182,32.986633,2p2.5g1,8,2[4]
2,183,32.987633,2p2.5g1,10,2[4]
2,184,32.988789,2p2.5g1,10,2[5]
2,185,32.989789,2p2.5g1,12,2[5]
2,186,33.051671,2p2.4p1,6,2Fo
2,187,33.052737,2p2.4p1,8,2Fo
2,188,33.057199,2p2.4p1,4,2Do
2,189,33.059215,2p2.4p1,6,2Do
2,190,33.066330,2p2.6s1,2,4P
2,191,33.079230,2p2.6s1,4,4P
2,192,33.100211,2p2.6s1,6,4P
2,193,33.116310,2p2.6s1,2,2P
2,194,33.140753,2p2.6s1,4,2P
2,195,33.160845,2p2.4p1,2,2Po
2,196,33.164628,2p2.4p1,4,2Po
2,197,33.199022,2p3.3p1,4,6P
2,198,33.199925,2p3.3p1,6,6P
2,199,33.201488,2p3.3p1,8,6P
2,200,33.273610,2p2.6p1,2,2So
2,201,33.285490,2p2.6p1,4,4Do
2,202,33.295643,2p2.6p1,6,4Do
2,203,33.313570,2p2.6p1,8,4Do
2,204,33.324780,2p2.6p1,6,4Po
2,205,33.608189,2p2.6g1,8,0[4]
2,206,33.609194,2p2.6g1,10,0[4]
2,207,33.621021,2p2.6g1,8,1[4]
2,208,33.622021,2p2.6g1,10,1[4]
2,209,33.622635,2p2.6g1,10,1[5]
2,210,33.623661,2p2.6g1,12,1[5]
2,211,33.625013,2p2.6g1,6,1[3]
2,212,33.626028,2p2.6g1,8,1[3]
2,213,33.644424,2p2.6g1,4,2[2]
2,214,33.645424,2p2.6g1,6,2[2]
2,215,33.646303,2p2.6g1,12,2[6]
2,216,33.647314,2p2.6g1,14,2[6]
2,217,33.648268,2p2.6g1,8,2[3]
2,218,33.649284,2p2.6g1,6,2[3]
2,219,33.650405,2p2.6g1,8,2[4]
2,220,33.651423,2p2.6g1,10,2[4]
2,221,33.652456,2p2.6g1,10,2[5]
2,222,33.653497,2p2.6g1,12,2[5]
2,223,34.063500,2p2.4d1,6,2F
2,224,34.068560,2p2.4d1,8,2F
2,225,34.085240,2p2.4d1,4,2D
2,226,34.086720,2p2.4d1,6,2D
2,227,34.171420,2p2.4d1,4,2P
2,228,34.200063,2p2.4f1,8,G[4]o
2,229,34.201063,2p2.4f1,10,G[4]o
2,230,34.204962,2p2.4f1,6,F[3]o
2,231,34.205962,2p2.4f1,8,F[3]o
2,232,34.217645,2p2.3d1,4,2D
2,233,34.219200,2p2.4d1,2,2S
2,234,34.227919,2p2.4f1,4,D[2]o
2,235,34.228927,2p2.4f1,6,D[2]o
2,236,34.229974,2p2.3d1,6,2D
2,237,34.233207,2p2.4f1,10,H[5]o
2,238,34.234216,2p2.4f1,12,H[5]o
2,239,34.252344,2p2.4f1,2,P[1]o
2,240,34.253344,2p2.4f1,4,P[1]o
2,241,34.485498,2p2.5s1,4,2D
2,242,34.485534,2p2.5s1,6,2D
2,243,34.990804,2p2.4s1,2,2S
3,1,0.000000,2s2.2p2,1,3P
3,2,0.014032,2s2.2p2,3,3P
3,3,0.037961,2s2.2p2,5,3P
3,4,2.513565,2s2.2p2,5,1D
3,5,5.354349,2s2.2p2,1,1S
3,6,7.479320,2s1.2p3,5,5So
3,7,14.881230,2s1.2p3,7,3Do
3,8,14.884720,2s1.2p3,5,3Do
3,9,14.886320,2s1.2p3,3,3Do
3,10,17.652990,2s1.2p3,5,3Po
3,11,17.654090,2s1.2p3,3,3Po
3,12,17.654540,2s1.2p3,1,3Po
3,13,23.191740,2s1.2p3,5,1Do
3,14,24.435760,2s1.2p3,3,3So
3,15,26.093930,2s1.2p3,3,1Po
3,16,33.135854,2p1.3s1,1,3Po
3,17,33.150533,2p1.3s1,3,3Po
3,18,33.182384,2p1.3s1,5,3Po
3,19,33.857766,2p1.3s1,3,1Po
3,20,35.181720,2p4,5,3P
3,21,35.208710,2p4,3,3P
3,22,35.220420,2p4,1,3P
3,23,36.074222,2p1.3p1,3,1P
3,24,36.434797,2p1.3p1,3,3D
3,25,36.451705,2p1.3p1,5,3D
3,26,36.479008,2p1.3p1,7,3D
3,27,36.892568,2p1.3p1,3,3S
3,28,36.983740,2p4,5,1D
3,29,37.223763,2p1.3p1,1,3P
3,30,37.233934,2p1.3p1,3,3P
3,31,37.250125,2p1.3p1,5,3P
3,32,38.011825,2p1.3p1,5,1D
3,33,38.906581,2p1.3p1,1,1S
3,34,40.228514,2p1.3d1,5,3Fo
3,35,40.252805,2p1.3d1,7,3Fo
3,36,40.262085,2p1.3d1,5,1Do
3,37,40.274903,2p1.3d1,9,3Fo
3,38,40.571252,2p1.3d1,3,3Do
3,39,40.577334,2p1.3d1,5,3Do
3,40,40.586492,2p1.3d1,7,3Do
3,41,40.849045,2p1.3d1,5,3Po
3,42,40.863190,2p1.3d1,3,3Po
3,43,40.870784,2p1.3d1,1,3Po
3,44,41.140611,2p1.3d1,7,1Fo
3,45,41.259326,2p1.3d1,3,1Po
3,46,41.978225,2p2.3s1,3,5P
3,47,41.993689,2p2.3s1,5,5P
3,48,42.013657,2p2.3s1,7,5P
3,49,42.564550,2p4,1,1S
3,50,43.397501,2p2.3s1,1,3P
3,51,43.409895,2p2.3s1,3,3P
3,52,43.431459,2p2.3s1,5,3P
3,53,44.229660,2p1.4s1,1,3Po
3,54,44.243134,2p1.4s1,3,3Po
3,55,44.276862,2p1.4s1,5,3Po
3,56,44.469272,2p1.4s1,3,1Po
3,57,45.038914,2p2.3p1,3,3So
3,58,45.319577,2p2.3p1,1,5Do
3,59,45.323901,2p2.3p1,3,5Do
3,60,45.332387,2p2.3p1,5,5Do
3,61,45.344335,2p1.4p1,3,1P
3,62,45.344821,2p2.3p1,7,5Do
3,63,45.360593,2p2.3p1,9,5Do
3,64,45.438772,2p1.4p1,3,3D
3,65,45.452077,2p1.4p1,5,3D
3,66,45.477724,2p1.4p1,7,3D
3,67,45.620465,2p1.4p1,3,3S
3,68,45.692964,2p2.3p1,3,5Po
3,69,45.700066,2p2.3p1,5,5Po
3,70,45.712597,2p2.3p1,7,5Po
3,71,45.914962,2p1.4p1,1,3P
3,72,45.926014,2p1.4p1,3,3P
3,73,45.939425,2p1.4p1,5,3P
3,74,45.986010,2p1.4p1,5,1D
3,75,46.440960,2p2.3p1,3,3Do
3,76,46.452351,2p2.3p1,5,3Do
3,77,46.468670,2p2.3p1,7,3Do
3,78,46.627963,2p2.3p1,5,5So
3,79,46.789844,2p1.4d1,5,3Fo
3,80,46.811756,2p1.4d1,7,3Fo
3,81,46.827194,2p1.4d1,5,1Do
3,82,46.834849,2p1.4d1,9,3Fo
3,83,46.916320,2p2.3p1,5,3Po
3,84,46.917828,2p2.3p1,3,3Po
3,85,46.919975,2p2.3p1,1,3Po
3,86,47.018169,2p1.4d1,3,3Do
3,87,47.026337,2p1.4d1,5,3Do
3,88,47.034238,2p1.4d1,7,3Do
3,89,47.189966,2p1.4f1,7,F[5/2]
3,90,47.191636,2p1.4f1,5,F[5/2]
3,91,47.197291,2p1.4f1,7,F[7/2]
3,92,47.199274,2p1.4f1,9,F[7/2]
3,93,47.201587,2p1.4d1,5,3Po
3,94,47.203001,2p1.4d1,3,3Po
3,95,47.205367,2p1.4d1,1,3Po
3,96,47.210967,2p1.4d1,7,1Fo
3,97,47.249043,2p1.4d1,3,1Po
3,98,47.260272,2p1.4f1,7,G[7/2]
3,99,47.264464,2p1.4f1,9,G[7/2]
3,100,47.288402,2p1.4f1,11,G[9/2]
3,101,47.294699,2p1.4f1,7,D[5/2]
3,102,47.296908,2p1.4f1,9,G[9/2]
3,103,47.297519,2p1.4f1,5,D[5/2]
3,104,47.315630,2p1.4f1,3,D[3/2]
3,105,47.318216,2p1.4f1,5,D[3/2]
3,106,48.580818,2p1.5s1,1,3Po
3,107,48.591609,2p1.5s1,3,3Po
3,108,48.627779,2p1.5s1,5,3Po
3,109,48.698691,2p1.5s1,3,1Po
3,110,48.859610,2p2.3s1,3,3D
3,111,48.865550,2p2.3s1,5,3D
3,112,48.874310,2p2.3s1,7,3D
3,113,48.915258,2p2.3d1,3,5F
3,114,48.920074,2p2.3d1,5,5F
3,115,48.927220,2p2.3d1,7,5F
3,116,48.936592,2p2.3d1,9,5F
3,117,48.948123,2p2.3d1,11,5F
3,118,49.363054,2p2.3d1,5,5D
3,119,49.363596,2p2.3d1,3,5D
3,120,49.364762,2p2.3d1,1,5D
3,121,49.366353,2p2.3d1,7,5D
3,122,49.374406,2p2.3d1,9,5D
3,123,49.406096,2p2.3d1,7,5P
3,124,49.414786,2p2.3d1,5,5P
3,125,49.419557,2p2.3d1,3,5P
3,126,49.637262,2p2.3d1,5,3P
3,127,49.650830,2p2.3d1,3,3P
3,128,49.657512,2p2.3d1,1,3P
3,129,49.764164,2p2.3d1,5,3F
3,130,49.776711,2p2.3d1,7,3F
3,131,49.782110,2p1.5d1,5,3Fo
3,132,49.792733,2p2.3d1,9,3F
3,133,49.807620,2p1.5d1,7,3Fo
3,134,49.815820,2p1.5d1,5,1Do
3,135,49.828400,2p1.5d1,9,3Fo
3,136,49.885400,2p1.5d1,3,3Do
3,137,49.892660,2p1.5d1,5,3Do
3,138,49.907760,2p1.5d1,7,3Do
3,139,49.989271,2p1.5f1,7,F[5/2]
3,140,49.991475,2p1.5f1,5,F[5/2]
3,141,49.993309,2p1.5f1,7,F[7/2]
3,142,49.996055,2p1.5f1,9,F[7/2]
3,143,50.012740,2p1.5d1,7,1Fo
3,144,50.028290,2p1.5g1,7,G[7/2]
3,145,50.029290,2p1.5g1,9,G[7/2]
